access_no_snow,agency_name,agency_parent,agency_url,alternate_names,altitude_meters,backcountry,capacity_hut_max,capacity_hut_min,capacity_max,country,date_updated,designations,discretion,fee_hut_max,fee_hut_min,fee_hut_occupancy_max,fee_person_max,fee_person_min,fee_person_occupancy_min,has_optional_services,has_services,hut_url,is_fee_hut,is_fee_hut_occupancy_max,is_fee_person,is_fee_person_occupancy_min,is_restricted,is_snow_min_km,latitude,location_accuracy,location_references,locked,longitude,name,no_snow_min_km,open_summer,open_winter,photo_credit_name,photo_credit_url,photo_url,private,published,region,reservations,restriction,services,show_satellite,snow_min_km,state,structures,systems,types
,Blue Mountain Eagle Climbing Club,,http://www.bmecc.org/,,,2,6,6,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,40.75411,,,0,-75.72739,Bake Oven Knob Shelter,,,,,,,0,1,,0,,,,,Pennsylvania,1,Appalachian Trail,Shelter
,Blue Mountain Eagle Climbing Club,,http://www.bmecc.org/,,,2,6,6,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,40.78249,,,0,-75.61831,George W. Outerbridge Shelter,,,,,,,0,1,,0,,,,,Pennsylvania,1,Appalachian Trail,Shelter
,Mountain Club of Maryland,,http://www.mcomd.org/,,,2,9,9,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,40.06294,,,0,-77.20643,James Fry (Tagg Run) Shelter,,,,,,,0,1,,0,,,,,Pennsylvania,1,Appalachian Trail,Shelter
,Mountain Club of Maryland,,http://www.mcomd.org/,,,2,7,7,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,40.11176,,,0,-77.10436,Alec Kennedy Shelter,,,,,,,0,1,,0,,,,,Pennsylvania,1,Appalachian Trail,Shelter
,Mountain Club of Maryland,,http://www.mcomd.org/,,,2,8,8,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,40.30198,,,0,-77.08723,Darlington Shelter,,,,,,,0,1,,0,,,,,Pennsylvania,1,Appalachian Trail,Shelter
,Mountain Club of Maryland,,http://www.mcomd.org/,,,2,8,8,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,40.36357,,,0,-77.06759,Cove Mountain Shelter,,,,,,,0,1,,0,,,,,Pennsylvania,1,Appalachian Trail,Shelter
,Potomac Appalachian Trail Club,,http://www.patc.net/,,,2,8,8,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,39.76612,,,0,-77.48511,Deer Lick Shelter,,,,,,,0,1,,0,,,,,Pennsylvania,1,Appalachian Trail,Shelter
,Potomac Appalachian Trail Club,,http://www.patc.net/,,,2,6,6,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,39.79378,,,0,-77.48288,Antietam Shelter,,,,,,,0,1,,0,,,,,Pennsylvania,1,Appalachian Trail,Shelter
,Potomac Appalachian Trail Club,,http://www.patc.net/,,,2,8,8,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,39.80482,,,0,-77.47837,Tumbling Run Shelter,,,,,,,0,1,,0,,,,,Pennsylvania,1,Appalachian Trail,Shelter
,Potomac Appalachian Trail Club,,http://www.patc.net/,,,2,8,8,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,39.86850,,,0,-77.50091,Rocky Mountain Shelter,,,,,,,0,1,,0,,,,,Pennsylvania,1,Appalachian Trail,Shelter
,Potomac Appalachian Trail Club,,http://www.patc.net/,,,2,8,8,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,39.93196,,,0,-77.48669,Quarry Gap Shelter,,,,,,,0,1,,0,,,,,Pennsylvania,1,Appalachian Trail,Shelter
,Potomac Appalachian Trail Club,,http://www.patc.net/,,,2,8,8,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,39.98510,,,0,-77.41975,Birch Run Shelter,,,,,,,0,1,,0,,,,,Pennsylvania,1,Appalachian Trail,Shelter
,Potomac Appalachian Trail Club,,http://www.patc.net/,,,2,8,8,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,40.03365,,,0,-77.35710,Toms Run Shelter,,,,,,,0,1,,0,,,,,Pennsylvania,1,Appalachian Trail,Shelter
,Susquehanna Appalachian Trail Club,,http://www.satc-hike.org/,,,2,20,20,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,40.42591,,,0,-76.87965,Peters Mountain Shelter,,,,,,,0,1,,0,,,,,Pennsylvania,1,Appalachian Trail,Shelter
,Susquehanna Appalachian Trail Club,,http://www.satc-hike.org/,,,2,12,12,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,40.49864,,,0,-76.60047,Rausch Gap Shelter,,,,,,,0,1,,0,,,,,Pennsylvania,1,Appalachian Trail,Shelter
,Wilmington Trail Club,,http://www.wilmingtontrailclub.org/,,,2,8,8,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,40.93672,,,0,-75.18680,Kirkridge Shelter,,,,,,,0,1,,0,,,,,Pennsylvania,1,Appalachian Trail,Shelter
,York Hiking Club,,http://www.yorkhikingclub.com/,,,2,8,8,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,40.39237,,,0,-76.99445,Clarks Ferry Shelter,,,,,,,0,1,,0,,,,,Pennsylvania,1,Appalachian Trail,Shelter
,Carolina Mountain Club,,http://www.carolinamtnclub.com/,,,2,10,10,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,36.00007,,,0,-82.47823,Bald Mountain Shelter,,,,,,,0,1,,0,,,,,Tennessee,1,Appalachian Trail,Shelter
,Charit Creek Lodge,,http://www.charitcreeklodge.com/,,,2,,,,United States,2012-04-05,,,,,,,,,,,http://www.charitcreeklodge.com/,,0,,0,,,36.53708,3,,,-84.72738,Charit Creek Lodge,,,,,,,1,1,Big South Fork,1,,,,,Tennessee,1,,Lodge
,LeConte Lodge,,http://www.leconte-lodge.com/,,1938,2,,,,United States,2012-04-05,,,,,,,,,,,http://www.leconte-lodge.com/about.html,,0,,0,,,35.65486,3,,,-83.44114,LeConte Lodge,,,,,,,1,1,Great Smoky Mountains,1,,,,,Tennessee,1,,Lodge
,Tennessee Eastman Hiking and Canoeing Club,,http://www.tehcc.org/,,,2,6,6,,United States,2012-04-05,,,,,,0,0,,,,http://tehcc.org/wiki/TEHCC_AT,,0,1,0,,,36.06653,,,0,-82.43380,No Business Knob Shelter,,,,,,,0,1,,0,,,,,Tennessee,1,Appalachian Trail,Shelter
,Tennessee Eastman Hiking and Canoeing Club,,http://www.tehcc.org/,,,2,6,6,,United States,2012-04-05,,,,,,0,0,,,,http://tehcc.org/wiki/TEHCC_AT,,0,1,0,,,36.10424,,,0,-82.39699,Curley Maple Gap Shelter,,,,,,,0,1,,0,,,,,Tennessee,1,Appalachian Trail,Shelter
,Tennessee Eastman Hiking and Canoeing Club,,http://www.tehcc.org/,,,2,6,6,,United States,2012-04-05,,,,,,0,0,,,,http://tehcc.org/wiki/TEHCC_AT,,0,1,0,,,36.17205,,,0,-82.01128,Apple House Shelter,,,,,,,0,1,,0,,,,,Tennessee,1,Appalachian Trail,Shelter
,Tennessee Eastman Hiking and Canoeing Club,,http://www.tehcc.org/,,,2,14,14,,United States,2012-04-05,,,,,,0,0,,,,http://tehcc.org/wiki/TEHCC_AT,,0,1,0,,,36.22030,,,0,-81.98530,Mountaineer Shelter,,,,,,,0,1,,0,,,,,Tennessee,1,Appalachian Trail,Shelter
,Tennessee Eastman Hiking and Canoeing Club,,http://www.tehcc.org/,,,2,6,6,,United States,2012-04-05,,,,,,0,0,,,,http://tehcc.org/wiki/TEHCC_AT,,0,1,0,,,36.22006,,,0,-82.08847,Moreland Gap Shelter,,,,,,,0,1,,0,,,,,Tennessee,1,Appalachian Trail,Shelter
,Tennessee Eastman Hiking and Canoeing Club,,http://www.tehcc.org/,,,2,8,8,,United States,2012-04-05,,,,,,0,0,,,,http://tehcc.org/wiki/TEHCC_AT,,0,1,0,,,36.27867,,,0,-82.13639,Laurel Fork Shelter,,,,,,,0,1,,0,,,,,Tennessee,1,Appalachian Trail,Shelter
,Tennessee Eastman Hiking and Canoeing Club,,http://www.tehcc.org/,,,2,6,6,,United States,2012-04-05,,,,,,0,0,,,,http://tehcc.org/wiki/TEHCC_AT,,0,1,0,,,36.31390,,,0,-82.12955,Watauga Lake Shelter,,,,,,,0,1,,0,,,,,Tennessee,1,Appalachian Trail,Shelter
,Tennessee Eastman Hiking and Canoeing Club,,http://www.tehcc.org/,,,2,6,6,,United States,2012-04-05,,,,,,0,0,,,,http://tehcc.org/wiki/TEHCC_AT,,0,1,0,,,36.36698,,,0,-82.05893,Vandeventer Shelter,,,,,,,0,1,,0,,,,,Tennessee,1,Appalachian Trail,Shelter
,Tennessee Eastman Hiking and Canoeing Club,,http://www.tehcc.org/,,,2,6,6,,United States,2012-04-05,,,,,,0,0,,,,http://tehcc.org/wiki/TEHCC_AT,,0,1,0,,,36.43532,,,0,-81.99111,Iron Mountain Shelter,,,,,,,0,1,,0,,,,,Tennessee,1,Appalachian Trail,Shelter
,Tennessee Eastman Hiking and Canoeing Club,,http://www.tehcc.org/,,,2,6,6,,United States,2012-04-05,,,,,,0,0,,,,http://tehcc.org/wiki/TEHCC_AT,,0,1,0,,,36.50903,,,0,-81.98622,Double Springs Shelter,,,,,,,0,1,,0,,,,,Tennessee,1,Appalachian Trail,Shelter
,Tennessee Eastman Hiking and Canoeing Club,,http://www.tehcc.org/,,,2,,,,United States,2012-04-05,,,,,,0,0,,,,http://tehcc.org/wiki/TEHCC_AT,,0,1,0,,,36.57290,,,0,-81.91764,McQueens Knob Shelter,,,,,,,0,1,,0,,,,,Tennessee,1,Appalachian Trail,Emergency Shelter
,Tennessee Eastman Hiking and Canoeing Club,,http://www.tehcc.org/,,,2,5,5,,United States,2012-04-05,,,,,,0,0,,,,http://tehcc.org/wiki/TEHCC_AT,,0,1,0,,,36.58086,,,0,-81.90205,Abingdon Gap Shelter,,,,,,,0,1,,0,,,,,Tennessee,1,Appalachian Trail,Shelter
,Tag-a-Long Expeditions,,http://www.tagalong.com,,3089,2,10,10,,United States,2012-04-05,,,,,,,,,,,,,0,,0,,,38.50203,1,,,-109.20676,Tomasaki Hut,,,,,,,1,1,La Sal Mountains,1,,,,,Utah,1,,Hut
,Tag-a-Long Expeditions,,http://www.tagalong.com,,2827,2,10,8,,United States,2012-04-05,,,,,,,,,,,,,0,,0,,,38.40979,1,,,-109.22070,Beaver Lake Hut,,,,,,,1,1,La Sal Mountains,1,,,,,Utah,1,,Hut
,Bear River Outdoor Recreational Alliance,,http://www.brorayurts.org/,,2651,2,8,8,,United States,2012-04-05,,,60,30,,,,,,,http://www.brorayurts.org/yurts.htm,1,0,,0,,,40.89166,,,,-110.81555,Bear Claw Yurt,,,,,,,0,1,Uinta Mountains,1,,,,,Utah,1,,Yurt
,Bear River Outdoor Recreational Alliance,,http://www.brorayurts.org/,,2712,2,8,8,,United States,2012-04-05,,,60,30,,,,,,,http://www.brorayurts.org/yurts.htm,1,0,,0,,,40.88181,,,,-110.80787,Lily Lake Yurt,,,,,,,0,1,Uinta Mountains,1,,,,,Utah,1,,Yurt
,Bear River Outdoor Recreational Alliance,,http://www.brorayurts.org/,,2849,2,8,8,,United States,2012-04-05,,,60,30,,,,,,,http://www.brorayurts.org/yurts.htm,1,0,,0,,,40.86498,,,,-110.78905,Ridge Yurt,,,,,,,0,1,Uinta Mountains,1,,,,,Utah,1,,Yurt
,Bear River Outdoor Recreational Alliance,,http://www.brorayurts.org/,,2590,2,8,8,,United States,2012-04-05,,,60,30,,,,,,,http://www.brorayurts.org/yurts.htm,1,0,,0,,,40.89847,,,,-110.80976,East Fork Yurt,,,,,,,0,1,Uinta Mountains,1,,,,,Utah,1,,Yurt
,Bear River Outdoor Recreational Alliance,,http://www.brorayurts.org/,,,2,8,8,,United States,2012-04-05,,,60,30,,,,,,,http://www.brorayurts.org/yurts.htm,1,0,,0,,,40.84369,,,,-110.77853,Boundary Creek Yurt,,,,,,,0,1,Uinta Mountains,1,,,,,Utah,1,,Yurt
,Blue Sky Adventures,,http://www.bluesky-adventures.com/,,2103,2,4,4,,United States,2012-04-05,,,200,175,,,,,,,http://www.bluesky-adventures.com/yurt-excursions-and-overnights,1,0,,0,,,40.82456,3,,,-111.43949,Blue Sky Antelope Yurt,,,,,,,1,1,,1,,,,,Utah,1,,Yurt
,Mill Hollow Outdoor Education Center,,,,2727,2,10,8,,United States,2012-04-05,,,100,100,,,,,,,http://www.granitepeaks.org/index.cfm?method=ClassListing.ClassListingDisplay&int_category_id=11&int_sub_category_id=114&#,1,0,,0,,,40.47795,3,,1,-111.08834,Mill Hollow Yurt (WB),,,,,,,1,1,Uinta Mountains,1,,,,,Utah,1,,Yurt
,Norwegian Outdoor Exploration Center,,http://www.thenoec.org/,,2355,2,12,12,,United States,2012-04-05,,,100,100,,,,,,,http://www.thenoec.org/yurt/,1,0,,0,,,40.60524,3,http://www.thenoec.org/wp-content/uploads/Yurt-Topo-Map.jpg,,-111.08202,Boulder Creek Yurt,,,,,,,0,1,Uinta Mountains,1,,,,,Utah,1,,Yurt
,Powder Ridge Yurts,,http://powderridgeyurts.blogspot.com/,,2564,2,6,6,,United States,2012-04-05,,,180,100,,,,,,,http://powderridgeyurts.blogspot.com/,1,0,,0,,,41.90589,1,,,-111.60251,Bunchgrass Yurt,,,,,,,1,1,,1,,,,,Utah,1,,Yurt
,Powder Ridge Yurts,,http://powderridgeyurts.blogspot.com/,,2468,2,6,6,,United States,2012-04-05,,,180,100,,,,,,,http://powderridgeyurts.blogspot.com/,1,0,,0,,,41.93932,1,,,-111.61208,Steam Mill Yurt,,,,,,,1,1,,1,,,,,Utah,1,,Yurt
,Mill Creek Canyon,Salt Lake County Parks & Recreation,http://www.recreation.slco.org/parks/millCreekCanyon/index.html,,2292,1,8,8,,United States,2012-04-05,,,75,75,,,,,,,http://www.recreation.slco.org/parks/millCreekCanyon/index.html,1,0,,0,,,40.68451,3,,,-111.64722,Big Water Yurt,,,,,,,0,1,,1,,,,,Utah,1,,Yurt
,The Utah Nordic Alliance,,http://www.utahnordic.com/,,2599,2,8,8,,United States,2012-04-05,,,100,30,,,,,,,http://www.utahnordic.com/yurt,1,0,,0,,,40.62013,3,,,-111.07931,TUNA Yurt,,,,,,,0,1,Uinta Mountains,1,,,,,Utah,1,,Yurt
,Tushar Mountain Tours,,http://www.skitushar.com/,,3169,2,6,6,,United States,2012-04-05,,,140,100,,,,,,,http://www.skitushar.com/info.html,1,0,,0,,,38.31681,1,,,-112.36289,Puffer Lake Yurt,,,,,,,1,1,Tushar Mountains,1,,,,,Utah,1,,Yurt
,Tushar Mountain Tours,,http://www.skitushar.com/,,3169,2,8,8,,United States,2012-04-05,,,140,100,,,,,,,http://www.skitushar.com/info.html,1,0,,0,,,38.34421,1,,,-112.40005,Snorkeling Elk Yurt,,,,,,,1,1,Tushar Mountains,1,,,,,Utah,1,,Yurt
,Ashley National Forest,USFS,http://www.fs.usda.gov/main/ashley/,,2987,2,6,6,,United States,2012-04-05,,,30,30,,,,,,,http://www.fs.usda.gov/recarea/ashley/recreation/camping-cabins/recarea/?recid=72281&actid=101,1,0,,0,,,40.76333,,,,-109.56833,Carter Military Trail Yurt,,,,,,,0,1,,1,,,,,Utah,1,,Yurt
,Ashley National Forest,USFS,http://www.fs.usda.gov/main/ashley/,,2468,2,4,4,,United States,2012-04-05,,,40,40,,,,,,,http://www.fs.usda.gov/recarea/ashley/recreation/camping-cabins/recarea/?recid=72283&actid=101,1,0,,0,,,40.66730,,,,-109.51803,Colton Guard Station Cabin,,,,,,,0,1,,1,,,,,Utah,1,,Hut
,Ashley National Forest,USFS,http://www.fs.usda.gov/main/ashley/,,2804,2,8,8,,United States,2012-04-05,,,30,30,,,,,,,http://www.fs.usda.gov/recarea/ashley/recreation/camping-cabins/recarea/?recid=72299&actid=101,1,0,,0,,,40.74833,,,,-109.49500,Grizzly Ridge Yurt,,,,,,,0,1,,1,,,,,Utah,1,,Yurt
,Ashley National Forest,USFS,http://www.fs.usda.gov/main/ashley/,,2712,2,10,10,,United States,2012-04-05,,,30,30,,,,,,,http://www.fs.usda.gov/recarea/ashley/recreation/camping-cabins/recarea/?recid=72279&actid=101,1,0,,0,,,40.74000,,,,-109.44000,Limber Flag Yurt,,,,,,,0,1,,1,,,,,Utah,1,,Yurt
,Ashley National Forest,USFS,http://www.fs.usda.gov/main/ashley/,,2987,2,4,4,,United States,2012-04-05,,,25,25,,,,,,,http://www.fs.usda.gov/recarea/ashley/recreation/camping-cabins/recarea/?recid=72287&actid=101,1,0,,0,,,40.73000,,,,-109.93167,Paradise Guard Station Cabin,,,,,,,0,1,,1,,,,,Utah,1,,Hut
,Ashley National Forest,USFS,http://www.fs.usda.gov/main/ashley/,,2834,2,4,4,,United States,2012-04-05,,,35,35,,,,,,,http://www.fs.usda.gov/recarea/ashley/recreation/camping-cabins/recarea/?recid=72285&actid=101,1,0,,0,,,40.76333,,,,-109.66833,Trout Creek Guard Station Cabin,,,,,,,0,1,,1,,,,,Utah,1,,Hut
,Utah State University Outdoor Recreation Program,,http://www.usu.edu/camprec/htm/orp/,,1870,2,12,12,,United States,2012-04-05,,,180,96,,,,,,,http://www.usu.edu/camprec/htm/orp/yurt,1,0,,0,1,,41.79413,1,,,-111.71987,Green Canyon Yurt,,,,,,,0,1,Bear River Range,1,,,,,Utah,1,,Yurt
,Utah State University Outdoor Recreation Program,,http://www.usu.edu/camprec/htm/orp/,,2499,2,8,8,,United States,2012-04-05,,,120,64,,,,,,,http://www.usu.edu/camprec/htm/orp/yurt,1,0,,0,1,,41.86645,3,,,-111.64977,Blind Hollow Yurt,,,,,,,0,1,Bear River Range,1,,,,,Utah,1,,Yurt
,Weber State University Outdoor Program,,http://www.weber.edu/outdoor/,,2322,2,12,12,,United States,2012-04-05,,,95,75,,,,,,,http://www.weber.edu/outdoor/Bloomington_Canyon_Yurt.html,1,0,,0,,,42.17306,,,,-111.55556,Bloomington Canyon Yurt,,,,,,,0,1,,1,,,,,Utah,1,,Yurt
,White Pine Touring,,http://whitepinetouring.com,,2926,1,8,8,,United States,2012-04-05,,,150,125,,,,,,,http://whitepinetouring.com/yurt-camping.php,1,0,,0,,,40.66228,3,,,-111.12139,White Pine Yurt,,,,,,,1,1,Uinta Mountains,1,,,,,Utah,1,,Yurt
,Dartmouth Outing Club,,http://www.dartmouth.edu/~doc/,,,2,8,8,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,43.69521,,,0,-72.47582,Thistle Hill Shelter,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
,Dartmouth Outing Club,,http://www.dartmouth.edu/~doc/,,,2,8,8,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,43.72402,,,0,-72.36575,Happy Hill Shelter,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
0.1,Green Mountain Club,,http://www.greenmountainclub.org/,,457,0,,,,United States,2012-04-05,,,65,45,,,,,,,http://www.greenmountainclub.org/page.php?id=7,1,0,,0,,,44.71559,2,,,-72.10146,Wheeler Pond Camps,,,,,,,0,1,,1,,,,,Vermont,,,Yurt
,Green Mountain Club,,http://www.greenmountainclub.org/,,,2,8,8,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,42.77196,,,0,-73.13741,Seth Warner Shelter,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
,Green Mountain Club,,http://www.greenmountainclub.org/,,,2,8,8,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,42.84810,,,0,-73.11042,Congdon Shelter,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
,Green Mountain Club,,http://www.greenmountainclub.org/,,,2,8,8,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,42.88784,,,0,-73.09555,Melville Nauheim Shelter,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
,Green Mountain Club,,http://www.greenmountainclub.org/,,,2,10,10,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,42.97411,,,0,-73.07217,Goddard Shelter,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
,Green Mountain Club,,http://www.greenmountainclub.org/,,,2,8,8,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,43.01408,,,0,-73.04342,Kid Gore Shelter,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
,Green Mountain Club,,http://www.greenmountainclub.org/,,,2,8,8,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,43.05038,,,0,-73.01291,Story Spring Shelter,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
,Green Mountain Club,,http://www.greenmountainclub.org/,,,2,16,16,,United States,2012-04-05,,,,,,6,6,,,,,,0,1,0,,,43.10052,,,0,-72.96403,Stratton Pond Shelter,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
,Green Mountain Club,,http://www.greenmountainclub.org/,,,2,10,10,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,43.14443,,,0,-72.99146,William B. Douglas Shelter,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
,Green Mountain Club,,http://www.greenmountainclub.org/,,,2,14,14,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,43.17860,,,0,-72.99568,Spruce Peak Shelter,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
,Green Mountain Club,,http://www.greenmountainclub.org/,,,2,12,12,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,43.22240,,,0,-72.95096,Bromley Shelter,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
,Green Mountain Club,,http://www.greenmountainclub.org/,,,2,10,10,,United States,2012-04-05,,,,,,6,6,,,,,,0,1,0,,,43.30122,,,0,-72.95233,Peru Peak Shelter,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
,Green Mountain Club,,http://www.greenmountainclub.org/,,,2,,,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,43.34763,,,0,-72.95305,Lost Pond Shelter,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
,Green Mountain Club,,http://www.greenmountainclub.org/,,,2,8,8,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,43.36415,,,0,-72.94688,Big Branch Shelter,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
,Green Mountain Club,,http://www.greenmountainclub.org/,,,2,8,8,,United States,2012-04-05,,,,,,6,6,,,,,,0,1,0,,,43.39546,,,0,-72.95514,Lula Tye Shelter,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
,Green Mountain Club,,http://www.greenmountainclub.org/,,,2,8,8,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,43.40411,,,0,-72.95363,Little Rock Pond Shelter,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
,Green Mountain Club,,http://www.greenmountainclub.org/,,,2,8,8,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,43.44061,,,0,-72.92996,Greenwall Shelter,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
,Green Mountain Club,,http://www.greenmountainclub.org/,,,2,10,10,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,43.48788,,,0,-72.92502,Minerva Hinchey Shelter,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
,Green Mountain Club,,http://www.greenmountainclub.org/,,,2,10,10,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,43.52357,,,0,-72.91306,Clarendon Shelter,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
,Green Mountain Club,,http://www.greenmountainclub.org/,,,2,12,12,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,43.56467,,,0,-72.84885,Governor Clement Shelter,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
,Green Mountain Club,,http://www.greenmountainclub.org/,,,2,16,16,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,43.60609,,,0,-72.82298,Cooper Lodge,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
,Green Mountain Club,,http://www.greenmountainclub.org/,,,2,12,12,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,43.63893,,,0,-72.83150,Pico Camp Shelter,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
,Green Mountain Club,,http://www.greenmountainclub.org/,,,2,8,8,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,43.64491,,,0,-72.85389,Churchhill Scott Shelter,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
,Green Mountain Club,,http://www.greenmountainclub.org/,,,2,8,8,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,43.67946,,,0,-72.84344,Tucker-Johnson Shelter,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
,Green Mountain Club,,http://www.greenmountainclub.org/,,,2,8,8,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,43.69179,,,0,-72.73064,Stony Brook Shelter,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
,Green Mountain Club,,http://www.greenmountainclub.org/,,,2,8,8,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,43.66221,,,0,-72.62243,Winturri Shelter,,,,,,,0,1,,0,,,,,Vermont,1,Appalachian Trail,Shelter
0.1,Maple Wind Farm,,http://maplewindfarm.com/,,,2,10,10,20,United States,2012-04-05,,,140,140,,,,,,,http://maplewindfarm.com/yurts/,1,0,,0,,,44.24344,2,,,-72.94192,Maple & Spruce Yurts,,,,,,,1,1,,1,,,,,Vermont,2,,Yurt
1,Merck Forest & Farmland Center,,http://merckforest.org/,,,2,6,6,,United States,2012-04-05,,,65,50,,,,,,,http://merckforest.org/cabins.php,1,0,,0,,,43.26489,2,,,-73.16744,Spruce Cabin,,,,,,,0,1,,1,,,,,Vermont,1,,Hut
2,Merck Forest & Farmland Center,,http://merckforest.org/,,,2,6,6,,United States,2012-04-05,,,65,50,,,,,,,http://merckforest.org/cabins.php,1,0,,0,,,43.26489,2,,,-73.16744,Ridge Cabin,,,,,,,0,1,,1,,,,,Vermont,1,,Hut
1.5,Merck Forest & Farmland Center,,http://merckforest.org/,,,2,2,2,,United States,2012-04-05,,,65,50,,,,,,,http://merckforest.org/cabins.php,1,0,,0,,,43.26489,2,,,-73.16744,View Point Cabin,,,,,,,0,1,,1,,,,,Vermont,1,,Hut
2.25,Merck Forest & Farmland Center,,http://merckforest.org/,,,2,10,10,,United States,2012-04-05,,,90,75,,,,,,,http://merckforest.org/cabins.php,1,0,,0,,,43.26489,2,,,-73.16744,Ned's Place,,,,,,,0,1,,1,,,,,Vermont,1,,Hut
2.25,Merck Forest & Farmland Center,,http://merckforest.org/,,,2,8,8,,United States,2012-04-05,,,80,65,,,,,,,http://merckforest.org/cabins.php,1,0,,0,,,43.26489,2,,,-73.16744,Nenorod Cabin,,,,,,,0,1,,1,,,,,Vermont,1,,Hut
1.9,Merck Forest & Farmland Center,,http://merckforest.org/,,,2,15,15,,United States,2012-04-05,,,90,75,,,,,,,http://merckforest.org/cabins.php,1,0,,0,,,43.26489,2,,,-73.16744,Dunc's Place,,,,,,,0,1,,1,,,,,Vermont,1,,Hut
